Wall time,Step,Value
1670380359.094277,0,42.20198059082031
1670381028.7929926,1,22.839492797851562
1670381696.1014745,2,18.820199966430664
1670382363.9289846,3,16.483449935913086
1670383031.3788836,4,14.83462142944336
1670383699.372153,5,13.933691024780273
1670384367.0689936,6,12.736739158630371
1670385034.8214045,7,11.838582992553711
1670385702.1665323,8,10.83693790435791
1670386459.3551002,9,10.634031295776367
1670387127.3612998,10,10.1702880859375
1670387794.9375086,11,9.625107765197754
1670388462.7957335,12,9.244470596313477
1670389130.5582683,13,9.126505851745605
1670389798.930091,14,8.660280227661133
1670390467.1324985,15,8.441737174987793
1670391135.3164139,16,8.424593925476074
1670391802.9669673,17,7.9240193367004395
1670392470.923557,18,7.777865886688232
1670393139.844006,19,7.655811309814453
1670466120.4486594,20,7.537386894226074
1670466781.8186698,21,7.265985488891602
1670467440.973264,22,7.290736198425293
1670468100.4620812,23,7.2476887702941895
1670468764.3673368,24,6.8241400718688965
1670469423.7604754,25,6.73246431350708
1670470083.8724535,26,6.839694499969482
1670470743.949247,27,6.691712856292725
1670471408.8144338,28,4.756740093231201
1670472171.4097211,29,4.161489486694336
1670472834.7949934,30,3.954894542694092
1670473493.3794656,31,3.752678632736206
1670474156.8505504,32,3.5710136890411377
1670474820.745766,33,3.4225234985351562
1670475484.4256341,34,3.355853796005249
1670476143.9902966,35,3.346132278442383
1670476808.0952618,36,3.285240888595581
1670477472.2083797,37,3.259490966796875
1670478136.3326888,38,3.1656599044799805
1670478796.4362986,39,3.153791904449463
1670551403.8858814,40,3.1372721195220947
1670552055.5845397,41,3.079601526260376
1670552705.0133815,42,3.078071355819702
1670553354.8819754,43,3.0711891651153564
1670554005.0158057,44,3.1098194122314453
1670554654.2361028,45,3.0357666015625
1670555303.6060839,46,3.0572891235351562
1670555952.8485858,47,2.9896116256713867
1670556602.8350298,48,2.997020721435547
1670557349.6733959,49,2.9791829586029053
1670557997.6167684,50,2.9826269149780273
1670558646.215406,51,2.9975478649139404
1670559295.2510738,52,2.926316976547241
1670559944.2829301,53,2.9428517818450928
1670560593.43052,54,2.948046922683716
1670561254.18401,55,2.683670997619629
1670561914.9101257,56,2.699953079223633
1670562575.0146787,57,2.6554598808288574
1670563235.036162,58,2.6393840312957764
1670563895.8365202,59,2.6087162494659424
1670977406.6048958,80,2.4409172534942627
1670978088.7942498,81,2.4219114780426025
1670978756.573162,82,2.4121015071868896
1670979423.0896096,83,2.4521045684814453
1670980087.6859825,84,2.414752244949341
1670980754.6047683,85,2.407662868499756
1670981420.969669,86,2.4299895763397217
1670982087.2361853,87,2.4451632499694824
1670982751.4199002,88,2.439269781112671
1670983516.0494742,89,2.4431216716766357
1670984181.2368686,90,2.425522565841675
1671238278.6580193,80,2.4681637287139893
1671238944.6950247,81,2.459144353866577
1671239608.997278,82,2.415642499923706
1671240272.8788373,83,2.4156739711761475
1671240940.4752347,84,2.4474947452545166
1671241603.9236002,85,2.4157419204711914
1671242266.9913428,86,2.4411206245422363
1671242930.7136588,87,2.430159091949463
1671243598.5779953,88,2.405566453933716
1671244360.6228125,89,2.4257051944732666
1671245024.8921032,90,2.47646427154541
1671245689.0374327,91,2.371955394744873
1671246358.1160967,92,2.437601089477539
1671247023.3722382,93,2.440260648727417
1671247687.6867747,94,2.3871524333953857
1671248351.5370233,95,2.4219391345977783
1671249020.1356611,96,2.4473626613616943
1671249686.3751755,97,2.4112935066223145
1671250353.47561,98,2.4610049724578857
1671251018.5503497,99,2.4402074813842773
